,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,Sch1,Sch2,Sch3,Sch4,SchNA
657,45-54,0,"Some college or university, no certificate or degree",Canada,White,48.0,36.0,48.0,35.0,33.0,1.29221,0.40148,1,0,0,0,1,CL6,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1
658,45-54,0,Professional certificate/ diploma,UK,White,47.0,30.0,55.0,40.0,31.0,1.86203,1.92173,1,1,1,1,1,CL4,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
659,18-24,0,Masters degree,UK,White,42.0,41.0,49.0,41.0,38.0,0.88113,0.07987,1,0,0,0,1,CL3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
660,25-34,0,Doctorate degree,Republic of Ireland,White,28.0,49.0,57.0,37.0,39.0,1.29221,0.40148,1,1,1,0,1,CL6,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
661,25-34,1,Masters degree,UK,Black,24.0,43.0,46.0,50.0,43.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662,18-24,1,University degree,UK,White,33.0,32.0,41.0,42.0,51.0,-1.37983,-0.84637,1,0,0,0,1,CL2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
663,25-34,1,University degree,UK,White,36.0,41.0,48.0,55.0,53.0,0.52975,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
664,25-34,1,Doctorate degree,UK,White,48.0,31.0,44.0,34.0,31.0,-0.21712,-0.52593,1,1,0,1,1,CL3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
665,18-24,0,University degree,UK,White,32.0,37.0,50.0,45.0,38.0,0.52975,0.7654,1,0,0,0,1,CL3,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
666,25-34,1,Doctorate degree,UK,White,47.0,37.0,47.0,45.0,40.0,-0.71126,-0.21575,1,1,1,0,1,CL2,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
667,18-24,0,Left school at 18 years,UK,White,19.0,38.0,47.0,42.0,35.0,0.88113,0.40148,1,0,0,0,1,CL6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
668,35-44,0,"Some college or university, no certificate or degree",UK,White,45.0,35.0,54.0,41.0,44.0,-0.21712,0.07987,1,1,1,1,1,CL5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
669,45-54,0,University degree,UK,White,21.0,53.0,47.0,45.0,39.0,0.19268,-0.21575,1,0,1,0,1,CL2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
670,25-34,0,"Some college or university, no certificate or degree",UK,White,30.0,46.0,49.0,41.0,41.0,0.19268,0.7654,1,0,1,1,1,CL6,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1
671,18-24,0,Professional certificate/ diploma,UK,White,32.0,41.0,43.0,38.0,39.0,-2.55524,-0.52593,1,0,1,0,1,CL5,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
672,35-44,0,Professional certificate/ diploma,UK,White,31.0,45.0,46.0,39.0,43.0,0.88113,1.2247,1,1,1,0,1,CL6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
673,18-24,0,University degree,UK,White,33.0,40.0,55.0,48.0,48.0,0.52975,-0.21575,1,0,0,0,1,CL6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
674,18-24,1,"Some college or university, no certificate or degree",UK,White,48.0,47.0,49.0,47.0,48.0,-0.71126,0.07987,1,0,0,0,1,CL2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
675,18-24,1,Masters degree,UK,-0.50212,44.0,35.0,42.0,39.0,34.0,-0.71126,0.7654,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
676,35-44,0,Professional certificate/ diploma,UK,White,35.0,38.0,41.0,38.0,36.0,0.19268,1.2247,1,1,1,0,1,CL6,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1
677,18-24,0,Professional certificate/ diploma,UK,White,38.0,40.0,34.0,42.0,44.0,0.88113,0.7654,1,0,0,0,1,CL6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
678,25-34,0,University degree,UK,White,41.0,38.0,49.0,39.0,37.0,-0.21712,-0.21575,1,1,1,0,1,CL3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
679,18-24,0,"Some college or university, no certificate or degree",UK,White,56.0,24.0,44.0,43.0,26.0,-1.37983,-1.54858,0,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
680,18-24,1,"Some college or university, no certificate or degree",UK,White,42.0,38.0,42.0,35.0,51.0,-0.71126,1.2247,1,1,1,1,1,CL3,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1
681,45-54,0,Doctorate degree,UK,White,38.0,34.0,45.0,43.0,26.0,-0.71126,-2.07848,1,1,1,1,1,CL1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
682,35-44,0,"Some college or university, no certificate or degree",UK,White,24.0,40.0,37.0,39.0,43.0,0.88113,0.7654,1,0,1,1,1,CL3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
683,25-34,0,Masters degree,UK,White,49.0,27.0,49.0,45.0,46.0,-1.37983,-0.84637,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684,35-44,1,University degree,UK,White,41.0,39.0,43.0,42.0,37.0,-1.37983,-0.52593,1,1,1,1,1,CL3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
685,35-44,1,Professional certificate/ diploma,UK,White,45.0,35.0,54.0,35.0,30.0,1.29221,1.92173,1,0,0,1,1,CL4,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
686,25-34,0,University degree,-0.09765,White,32.0,41.0,51.0,40.0,36.0,0.88113,0.40148,1,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
687,18-24,1,"Some college or university, no certificate or degree",Canada,White,51.0,46.0,55.0,41.0,35.0,0.88113,1.2247,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,45-54,1,-2.43591,-0.09765,White,27.0,44.0,39.0,49.0,44.0,-1.37983,-2.07848,1,1,0,1,1,CL5,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
689,35-44,0,"Some college or university, no certificate or degree",USA,White,46.0,47.0,44.0,35.0,46.0,0.88113,1.2247,1,1,1,1,1,CL6,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
690,55-64,1,Masters degree,UK,White,44.0,35.0,43.0,43.0,41.0,1.86203,0.40148,1,1,0,1,1,CL1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1
691,55-64,0,"Some college or university, no certificate or degree",UK,White,40.0,35.0,36.0,33.0,41.0,0.52975,-0.52593,1,0,0,1,1,CL0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1
692,25-34,1,University degree,UK,White,34.0,39.0,39.0,44.0,45.0,-0.71126,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
693,45-54,1,Masters degree,UK,White,38.0,35.0,44.0,41.0,38.0,-0.71126,-0.84637,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
694,35-44,0,Masters degree,UK,White,25.0,38.0,47.0,46.0,46.0,-1.37983,-0.84637,1,1,0,0,1,CL2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
695,35-44,0,Professional certificate/ diploma,UK,White,27.0,36.0,43.0,39.0,40.0,0.19268,-0.21575,1,1,1,0,1,CL6,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1
696,35-44,1,Masters degree,UK,White,34.0,37.0,46.0,51.0,53.0,-0.71126,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
697,55-64,0,University degree,UK,White,28.0,42.0,49.0,33.0,51.0,-0.21712,0.07987,1,1,1,0,1,CL6,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
698,45-54,1,University degree,Canada,Other,21.0,38.0,53.0,53.0,42.0,-0.71126,0.07987,1,0,0,0,1,CL6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
699,35-44,0,University degree,USA,White,35.0,33.0,52.0,43.0,37.0,-0.21712,-0.52593,1,1,0,1,1,CL5,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1
700,55-64,0,"Some college or university, no certificate or degree",UK,White,34.0,32.0,41.0,45.0,34.0,-0.21712,0.40148,1,1,1,0,1,CL6,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1
701,35-44,1,"Some college or university, no certificate or degree",Other,White,45.0,41.0,49.0,37.0,43.0,1.29221,1.2247,1,1,0,1,1,CL6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
702,45-54,0,-2.43591,UK,White,26.0,47.0,49.0,48.0,49.0,-0.71126,0.40148,1,1,1,1,1,CL6,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
703,35-44,1,University degree,UK,White,32.0,44.0,50.0,41.0,42.0,0.88113,0.7654,1,1,1,1,1,CL3,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
704,55-64,0,University degree,UK,White,23.0,45.0,45.0,37.0,41.0,-0.71126,0.07987,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
705,35-44,0,"Some college or university, no certificate or degree",USA,White,28.0,38.0,42.0,39.0,44.0,-0.71126,-0.52593,1,1,1,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
706,18-24,0,"Some college or university, no certificate or degree",UK,White,23.0,42.0,53.0,55.0,43.0,-0.71126,-0.21575,1,1,1,1,1,CL6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
707,18-24,1,University degree,UK,White,34.0,33.0,36.0,40.0,44.0,0.52975,-0.84637,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
708,25-34,0,University degree,UK,White,35.0,52.0,48.0,42.0,38.0,0.52975,0.40148,1,1,1,0,1,CL5,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
709,18-24,0,"Some college or university, no certificate or degree",UK,White,40.0,36.0,43.0,48.0,49.0,-1.37983,-0.52593,1,0,1,0,1,CL3,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
710,18-24,0,Professional certificate/ diploma,UK,White,27.0,38.0,41.0,47.0,45.0,-0.71126,-1.54858,1,0,0,0,1,CL4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
711,18-24,0,University degree,UK,White,45.0,41.0,50.0,39.0,32.0,0.19268,1.2247,1,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
712,18-24,0,"Some college or university, no certificate or degree",USA,White,30.0,39.0,40.0,50.0,45.0,-1.37983,-0.84637,1,0,0,1,1,CL6,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
713,25-34,1,Masters degree,UK,White,41.0,42.0,51.0,44.0,49.0,-0.21712,-0.52593,1,1,0,1,1,CL3,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1
714,18-24,0,University degree,USA,White,41.0,45.0,52.0,54.0,42.0,0.88113,0.7654,1,1,1,0,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1
715,18-24,0,Professional certificate/ diploma,UK,White,43.0,47.0,49.0,36.0,40.0,0.88113,1.92173,1,0,0,0,1,CL5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
716,18-24,1,"Some college or university, no certificate or degree",USA,White,42.0,43.0,53.0,54.0,44.0,-0.21712,0.40148,1,1,0,1,1,CL6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
717,18-24,0,"Some college or university, no certificate or degree",UK,White,35.0,29.0,37.0,39.0,28.0,1.29221,-0.84637,1,0,0,1,1,CL6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
718,35-44,0,University degree,USA,White,28.0,34.0,44.0,44.0,44.0,-0.71126,-0.84637,1,1,0,1,1,CL6,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
719,18-24,0,Left school at 16 years,Other,White,35.0,31.0,41.0,39.0,40.0,1.86203,1.2247,1,1,0,0,1,CL6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
720,55-64,0,University degree,UK,White,32.0,33.0,41.0,40.0,39.0,0.52975,0.40148,1,1,1,0,1,CL2,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1
721,35-44,0,"Some college or university, no certificate or degree",UK,White,48.0,45.0,52.0,42.0,49.0,0.88113,0.7654,1,1,1,1,1,CL6,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
722,35-44,1,Professional certificate/ diploma,UK,White,51.0,35.0,48.0,48.0,43.0,-0.71126,-0.84637,1,1,1,0,1,CL6,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
723,55-64,0,Professional certificate/ diploma,UK,White,35.0,38.0,46.0,39.0,39.0,-1.37983,-1.18084,1,1,0,1,1,CL6,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1
724,25-34,1,University degree,UK,White,27.0,49.0,48.0,49.0,46.0,0.19268,-0.52593,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
725,35-44,1,"Some college or university, no certificate or degree",UK,White,47.0,36.0,51.0,48.0,39.0,0.19268,-0.21575,1,1,0,1,1,CL6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1
726,25-34,1,Masters degree,UK,White,39.0,44.0,51.0,53.0,44.0,-0.21712,1.92173,1,1,1,1,1,CL5,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
727,18-24,0,Professional certificate/ diploma,UK,White,56.0,33.0,51.0,35.0,38.0,-0.71126,-0.52593,1,0,1,0,1,CL4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
728,25-34,1,Masters degree,UK,Mixed-White/Black,39.0,44.0,42.0,44.0,41.0,0.19268,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
729,18-24,0,"Some college or university, no certificate or degree",Canada,White,23.0,41.0,51.0,41.0,30.0,0.19268,0.07987,1,0,0,0,1,CL3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
730,25-34,1,Left school at 16 years,-0.09765,White,30.0,42.0,47.0,39.0,43.0,1.29221,0.7654,1,1,1,1,1,CL6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
731,35-44,1,University degree,UK,White,43.0,40.0,39.0,43.0,42.0,-0.21712,-1.18084,1,1,1,0,1,CL1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
732,18-24,0,"Some college or university, no certificate or degree",UK,White,28.0,48.0,44.0,42.0,38.0,0.19268,0.40148,1,1,1,0,1,CL5,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
733,18-24,1,University degree,UK,White,48.0,44.0,51.0,42.0,42.0,-0.71126,-0.21575,1,0,1,0,1,CL5,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
734,35-44,0,Left school at 16 years,UK,Mixed-White/Asian,42.0,41.0,48.0,41.0,40.0,-0.21712,-0.52593,1,1,1,1,1,CL6,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
735,18-24,0,"Some college or university, no certificate or degree",UK,White,43.0,47.0,55.0,33.0,28.0,0.88113,0.7654,1,1,1,1,1,CL6,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1
736,25-34,1,University degree,UK,White,38.0,53.0,59.0,53.0,37.0,1.29221,1.2247,1,1,1,1,1,CL5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,25-34,0,University degree,UK,White,31.0,27.0,26.0,33.0,33.0,-1.37983,0.07987,1,1,1,0,1,CL3,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1
738,25-34,0,University degree,UK,White,26.0,51.0,46.0,44.0,55.0,0.52975,1.2247,1,1,0,0,1,CL2,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1
739,18-24,1,Left school at 18 years,Other,White,48.0,41.0,55.0,51.0,46.0,-0.71126,0.40148,1,0,0,1,1,CL6,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
740,25-34,0,Masters degree,Other,White,35.0,30.0,49.0,40.0,38.0,0.19268,0.7654,1,1,0,0,1,CL6,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1
741,35-44,0,"Some college or university, no certificate or degree",UK,White,24.0,41.0,50.0,51.0,37.0,0.88113,0.07987,1,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
743,45-54,1,Masters degree,UK,White,44.0,38.0,48.0,48.0,52.0,0.52975,0.40148,1,1,0,1,1,CL1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1
744,35-44,1,University degree,UK,White,42.0,41.0,41.0,37.0,35.0,-1.37983,-1.18084,1,0,1,1,1,CL1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1
745,25-34,0,Left school at 16 years,UK,White,32.0,40.0,42.0,37.0,47.0,0.52975,0.40148,1,0,0,0,0,CL6,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
746,45-54,0,"Some college or university, no certificate or degree",UK,White,27.0,41.0,46.0,47.0,30.0,1.29221,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
747,25-34,1,Left school at 16 years,UK,White,43.0,42.0,38.0,46.0,39.0,-0.71126,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
748,25-34,1,Masters degree,UK,White,35.0,43.0,49.0,45.0,45.0,-0.71126,-0.21575,1,0,1,1,1,CL6,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1
749,35-44,1,Left school at 16 years,UK,White,40.0,36.0,36.0,43.0,28.0,0.19268,-0.21575,1,1,1,1,1,CL6,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1
750,35-44,1,Doctorate degree,UK,White,21.0,46.0,39.0,53.0,54.0,-0.21712,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751,35-44,0,Masters degree,UK,White,34.0,40.0,46.0,50.0,41.0,-0.21712,0.40148,1,0,1,1,1,CL2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
752,25-34,1,Professional certificate/ diploma,UK,White,17.0,49.0,33.0,50.0,50.0,-0.21712,-0.84637,1,1,0,0,1,CL3,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
753,25-34,0,"Some college or university, no certificate or degree",Other,White,51.0,38.0,53.0,52.0,28.0,1.86203,0.07987,1,1,0,1,1,CL5,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1
754,25-34,1,Masters degree,UK,White,40.0,47.0,42.0,51.0,45.0,0.19268,0.40148,1,1,1,0,1,CL2,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1
755,25-34,0,Doctorate degree,UK,White,27.0,43.0,55.0,50.0,38.0,0.19268,0.07987,1,1,1,1,1,CL5,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
756,18-24,0,"Some college or university, no certificate or degree",USA,White,23.0,50.0,56.0,48.0,56.0,-0.71126,-1.18084,1,1,1,1,1,CL2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
757,18-24,1,Masters degree,UK,Mixed-White/Asian,42.0,42.0,42.0,44.0,47.0,-0.21712,-0.21575,1,0,1,0,1,CL2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
758,18-24,1,"Some college or university, no certificate or degree",Republic of Ireland,White,56.0,37.0,45.0,48.0,25.0,1.29221,0.40148,1,1,0,0,1,CL6,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
759,18-24,0,"Some college or university, no certificate or degree",USA,White,40.0,44.0,46.0,42.0,40.0,0.52975,1.2247,1,1,0,1,1,CL6,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
760,18-24,0,Doctorate degree,UK,White,14.0,51.0,50.0,50.0,44.0,-0.71126,0.40148,1,0,1,1,1,CL3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
761,25-34,0,University degree,Canada,White,36.0,33.0,40.0,40.0,37.0,0.19268,1.2247,1,1,1,1,1,CL3,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
762,18-24,0,"Some college or university, no certificate or degree",USA,White,52.0,42.0,38.0,40.0,23.0,2.90161,-0.21575,1,0,0,0,1,CL6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,25-34,1,University degree,-0.09765,White,24.0,45.0,55.0,50.0,43.0,-0.21712,0.40148,1,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
764,18-24,1,University degree,UK,White,47.0,45.0,50.0,49.0,30.0,0.88113,-0.84637,1,0,0,1,1,CL3,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
765,18-24,0,Left school at 16 years,UK,White,40.0,33.0,53.0,47.0,34.0,0.52975,0.7654,1,0,1,0,1,CL5,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1
766,18-24,0,"Some college or university, no certificate or degree",USA,White,42.0,41.0,58.0,48.0,42.0,0.19268,1.2247,1,1,1,1,1,CL6,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1
767,18-24,0,"Some college or university, no certificate or degree",USA,White,46.0,34.0,48.0,56.0,37.0,0.52975,0.07987,1,1,0,1,1,CL1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
768,25-34,0,Masters degree,New Zealand,White,44.0,35.0,47.0,38.0,40.0,-0.71126,0.07987,1,1,1,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,18-24,1,Professional certificate/ diploma,USA,Other,32.0,44.0,47.0,41.0,47.0,1.29221,-0.52593,1,1,0,1,1,CL6,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
770,25-34,0,University degree,-0.09765,White,46.0,41.0,50.0,46.0,47.0,-1.37983,0.7654,1,1,1,1,1,CL2,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1
771,18-24,0,"Some college or university, no certificate or degree",USA,White,42.0,28.0,37.0,43.0,35.0,1.86203,1.2247,1,1,0,0,1,CL3,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1
772,18-24,1,Masters degree,UK,-0.50212,41.0,30.0,33.0,49.0,44.0,0.52975,-0.84637,0,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
773,45-54,0,University degree,UK,White,48.0,30.0,43.0,39.0,28.0,0.19268,0.40148,1,1,1,1,1,CL6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
774,45-54,1,Professional certificate/ diploma,Canada,White,46.0,31.0,44.0,41.0,38.0,-0.21712,-0.21575,1,1,0,1,1,CL6,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
775,18-24,0,Left school at 18 years,Other,White,25.0,37.0,50.0,45.0,42.0,-0.71126,-0.21575,1,1,0,1,1,CL4,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
776,18-24,1,"Some college or university, no certificate or degree",Other,White,21.0,43.0,52.0,41.0,28.0,0.19268,0.40148,1,0,0,0,1,CL6,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1
777,25-34,0,"Some college or university, no certificate or degree",USA,White,37.0,37.0,40.0,41.0,42.0,-0.71126,-1.54858,1,1,0,1,1,CL5,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1
778,18-24,0,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,41.0,44.0,51.0,39.0,38.0,0.19268,0.07987,1,1,0,1,1,CL6,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1
779,18-24,0,"Some college or university, no certificate or degree",Canada,White,54.0,40.0,58.0,40.0,37.0,0.88113,0.7654,1,1,0,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
780,45-54,0,Left school at 18 years,UK,White,18.0,47.0,44.0,47.0,39.0,0.19268,-0.52593,1,1,1,0,1,CL6,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
781,18-24,1,Professional certificate/ diploma,USA,White,46.0,24.0,45.0,46.0,42.0,-1.37983,-0.84637,1,1,0,0,1,CL3,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1
782,35-44,0,Professional certificate/ diploma,USA,White,46.0,33.0,40.0,34.0,36.0,0.19268,0.7654,1,0,0,1,1,CL5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
783,18-24,0,"Some college or university, no certificate or degree",USA,Other,47.0,31.0,48.0,43.0,33.0,1.86203,1.92173,1,1,0,1,1,CL4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
784,18-24,1,"Some college or university, no certificate or degree",USA,White,44.0,37.0,52.0,46.0,38.0,0.52975,1.2247,1,1,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
785,18-24,1,"Some college or university, no certificate or degree",USA,White,33.0,43.0,52.0,43.0,49.0,-0.21712,1.2247,1,1,0,1,1,CL3,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1
786,18-24,0,Masters degree,USA,White,49.0,34.0,52.0,43.0,44.0,-0.21712,0.7654,1,1,0,1,1,CL5,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
787,18-24,0,Professional certificate/ diploma,Other,White,30.0,40.0,47.0,41.0,29.0,0.88113,0.7654,1,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
788,35-44,0,Professional certificate/ diploma,Other,White,44.0,36.0,47.0,38.0,43.0,1.29221,0.07987,1,1,1,1,1,CL2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
789,18-24,0,Professional certificate/ diploma,UK,White,21.0,48.0,42.0,39.0,33.0,1.86203,0.7654,1,0,1,0,1,CL0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
790,18-24,0,"Some college or university, no certificate or degree",UK,White,19.0,41.0,51.0,44.0,47.0,0.19268,1.2247,1,0,0,0,1,CL5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
791,18-24,0,University degree,-0.09765,White,34.0,37.0,52.0,39.0,36.0,1.29221,0.7654,1,1,1,1,1,CL5,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
792,18-24,0,"Some college or university, no certificate or degree",USA,White,42.0,39.0,50.0,32.0,41.0,1.29221,1.92173,1,1,1,1,1,CL3,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1
